Date,Day,T)  Average Temperature (°C),TM)  Maximum temperature (°C),Tm Minimum temperature (°C),SLP) Atmospheric pressure at sea level (hPa),H) Average relative humidity (%),VV) Average visibility (Km),V) Average wind speed (Km/h),VM) Maximum sustained wind speed (Km/h),PM 2.5 ( Air Quality Index)
27/09/2020,Sunday,32.6,40.7,26,996.9,59,2.6,11.9,29.4,32.95833333
28/09/2020,Monday,34.7,38,30.5,995.4,55,2.4,10.4,18.3,40.83333333
29/09/2020,Tuesday,35.6,40,30,1000.7,57,3.1,9.4,25.9,90.70833333
30/09/2020,Wednesday,31.1,40.1,26,999.8,74,2.4,7.6,14.8,97.29166667
1/10/2020,Thursday,32.9,38.6,27,999.7,64,2.4,8.9,16.5,79.83333333
2/10/2020,Friday,35.5,39.9,31.2,999.7,60,2.4,9.8,18.3,40.375
3/10/2020,Saturday,34.9,39.6,29.6,999.6,61,2.4,7.8,14.8,49.41666667
4/10/2020,Sunday,34.4,39.4,26,998.3,63,2.3,8,14.8,43.66666667
5/10/2020,Monday,32.2,39.8,25.4,995.4,73,2.3,8.3,14.8,0
6/10/2020,Tuesday,28.4,36.6,24.4,998.1,82,2.4,5.2,9.4,29.66666667
7/10/2020,Wednesday,29.6,32,25.7,997.6,80,2.3,2,7.6,47.75
8/10/2020,Thursday,33.6,36.7,28.8,996.7,66,5.8,5.9,11.1,43.66666667
9/10/2020,Friday,30.7,36.9,28.8,996.8,78,2.3,5.4,27.8,29.83333333
10/10/2020,Saturday,33.3,37,27.8,996.2,68,2.6,6.7,11.1,29.66666667
11/10/2020,Sunday,31.1,34.2,27.8,997.8,78,2.6,6.9,24.1,37.625
12/10/2020,Monday,30.4,35.4,26.7,997.8,82,2.1,5.2,14.8,41.45833333
13/10/2020,Tuesday,31,35.2,26,997.9,80,2.4,7.2,18.3,53.125
14/10/2020,Wednesday,32.4,35.2,26.2,999,72,2.9,13.5,25.9,36
15/10/2020,Thursday,34.1,37,28.5,998.5,63,3.2,13,22.2,70.58333333
16/10/2020,Friday,34.1,37.2,29,998.4,61,2.6,11.5,22.2,52.45833333
17/10/2020,Saturday,31.9,35,28.3,1001.3,72,2.1,2.8,9.4,38.25
18/10/2020,Sunday,30.3,35,27.6,1002.6,83,2.3,6.5,16.5,26.58333333
19/10/2020,Monday,28.3,35.8,26.8,1003.9,89,1.6,4.3,11.1,57.58333333
20/10/2020,Tuesday,29.2,31,26,1000,85,1.8,4.6,13,41.375
21/10/2020,Wednesday,29.1,32.6,26.4,998.6,85,1.8,5.9,13,25.54166667
22/10/2020,Thursday,30.9,35,26,997.4,73,2.6,6.5,11.1,28.375
23/10/2020,Friday,32.6,36,26.2,997.8,66,3.4,5.6,9.4,40.33333333
24/10/2020,Saturday,33.3,36,26.4,999.7,67,3.2,7.8,18.3,35.375
25/10/2020,Sunday,33.4,36.5,28.6,999.9,66,2.9,9.8,16.5,31.91666667
26/10/2020,Monday,31.2,36.7,28,997.8,75,2.7,9.1,14.8,36.79166667
27/10/2020,Tuesday,29.9,34,25.5,1000.2,80,1.4,3.3,11.1,26.83333333
28/10/2020,Wednesday,29,33.7,26,999.1,85,2.1,6.5,22.2,21.125
29/10/2020,Thursday,31.3,34.5,27,997.6,71,3.2,12.2,22.2,18
30/10/2020,Friday,31.7,34,26.4,999,71,2.6,2,11.1,43.58333333
31/10/2020,Saturday,32.6,36,27.6,999.6,70,2.7,10.6,20.6,46.04166667
1/11/2020,Sunday,31.2,35.9,26.1,1000.4,71,3.2,8.7,18.3,28.75
2/11/2020,Monday,31,35,26.8,1004.1,76,2.6,6.1,14.8,64.91666667
3/11/2020,Tuesday,30.8,35.2,26.8,1005,76,2.7,3.7,18.3,30.66666667
4/11/2020,Wednesday,27.3,33.3,24,1002.4,89,2.1,7.8,27.8,33.16666667
5/11/2020,Thursday,27.8,31,25.2,1001.3,88,2.4,4.6,7.6,30.625
6/11/2020,Friday,30.7,34,25.5,1000.1,73,2.6,13.7,22.2,30.33333333
7/11/2020,Saturday,30.7,34,25,1000.5,65,3.4,12,27.8,31.75
8/11/2020,Sunday,31.1,35,25,1003.1,64,3.2,10.4,18.3,0
9/11/2020,Monday,31.3,35,26,1004.6,63,3.2,11.5,18.3,0
10/11/2020,Tuesday,31.4,36,26.7,1006.7,65,3.1,8.3,13,83.45833333
11/11/2020,Wednesday,30.4,35.6,25.7,1006.5,72,2.9,4.3,14.8,71.66666667
12/11/2020,Thursday,31.7,37.1,26,1003.2,63,2.9,1.7,5.4,62.375
13/11/2020,Friday,32.5,37.2,25.3,1003,59,3.1,1.7,7.6,24.875
14/11/2020,Saturday,32.6,37.4,27,1005.8,63,2.6,6.3,13,37.33333333
15/11/2020,Sunday,30.7,34.8,25.6,1004.5,66,2.6,3.3,11.1,41.5
16/11/2020,Monday,31.4,35.2,26,1005.8,62,3.1,2,7.6,48.91666667
17/11/2020,Tuesday,31.9,36,26.5,1007.2,66,2.3,2.4,7.6,26.66666667
18/11/2020,Wednesday,32.4,36.4,27.5,1007.8,65,3.1,3.5,11.1,29
19/11/2020,Thursday,30.3,35,24.7,1007.3,62,2.3,7.6,18.3,60.54166667
20/11/2020,Friday,29.9,35,23,1006.3,60,2.6,6.7,24.1,41.58333333
21/11/2020,Saturday,30,36,22.5,1004.9,63,2.6,3,7.6,50.91666667
22/11/2020,Sunday,28.6,35,19.8,1008.2,49,3.7,11.5,22.2,82.83333333
23/11/2020,Monday,28.3,35.2,19,1009.4,53,3.4,9.1,35.9,95.25
24/11/2020,Tuesday,26.8,35.2,17.5,1010.4,57,2.6,5.7,13,115.8333333
25/11/2020,Wednesday,27.6,35,17.6,1007.6,53,3.1,5.9,13,136.7083333
26/11/2020,Thursday,27.7,35,18.6,1006.9,52,3.1,7.8,28.7,160.6666667
27/11/2020,Friday,27.3,35,19,1007.8,55,3.2,7.2,27.8,173.5833333
28/11/2020,Saturday,27.2,34.5,19.5,1009,58,3.1,11.1,25.9,261.6666667
29/11/2020,Sunday,26.4,33,18.4,1012.4,60,2.6,4.6,14.8,272.4166667
30/11/2020,Monday,25.4,33.4,16.5,1014.3,62,1.6,5,14.8,226.2916667
1/12/2020,Tuesday,23.7,31.7,15.5,1017.7,69,1,1.3,5.4,99.70833333
2/12/2020,Wednesday,23.4,31.1,14.2,1016,60,1.1,3,7.6,217.375
3/12/2020,Thursday,22.6,30.6,15.8,1015.4,69,0.5,1.1,5.4,309.375
4/12/2020,Friday,23.9,32,14.5,1015.6,63,1,2,5.4,166.9166667
5/12/2020,Saturday,23.2,30.2,14,1012.6,55,1.1,7.4,18.3,278
6/12/2020,Sunday,22.5,29.5,15.6,1013.3,56,1.1,11.7,22.2,192.3333333
7/12/2020,Monday,21.7,30,12.2,1014.5,52,1.1,6.3,16.5,235.3333333
8/12/2020,Tuesday,22.2,30.2,13.6,1015.6,63,1.6,1.5,3.5,221.5416667
9/12/2020,Wednesday,20.8,29.3,12.1,1016.7,58,1.8,3.5,9.4,210.5416667
10/12/2020,Thursday,20.7,28.8,10.6,1017.8,56,1.8,6.1,16.5,251.2083333
11/12/2020,Friday,20.8,29,10.5,1013.9,61,1.8,2.6,7.6,194.7083333
12/12/2020,Saturday,22,31,10.7,1013.2,56,1.8,2.4,14.8,250.875
13/12/2020,Sunday,21.4,30.6,10.8,1011.9,54,2.6,7.8,18.3,274.875
14/12/2020,Monday,24.2,31,16.5,1013,36,2.9,13.9,22.2,160
15/12/2020,Tuesday,22.7,30.8,13.6,1012,38,3.4,11.9,20.6,217.9166667
16/12/2020,Wednesday,21.4,29.6,12.7,1013.7,40,2.6,8,20.6,184.2083333
17/12/2020,Thursday,19.2,25.9,11.9,1017,84,0.8,2.6,9.4,176.375
18/12/2020,Friday,18.9,25.8,11.5,1017.9,77,0.6,5,13,185.9583333
19/12/2020,Saturday,19.3,27,11.7,1019.6,57,1.8,5.2,11.1,195.375
20/12/2020,Sunday,17.8,24.8,11.2,1017,74,0.6,0.7,7.6,365.2916667
21/12/2020,Monday,15.8,24.3,8.7,1015.8,77,0.8,1.7,7.6,312.2083333
22/12/2020,Tuesday,18.2,27,7.7,1013.7,72,0.6,1.1,7.6,237.625
23/12/2020,Wednesday,19,27.1,10.5,1015.1,61,1.6,3.3,9.4,202.875
24/12/2020,Thursday,18,26.6,10.5,1017.1,61,1.9,8,14.8,260.1666667
25/12/2020,Friday,17.2,24.2,10,1017.2,58,1.6,9.3,22.2,403.9583333
26/12/2020,Saturday,16.3,23,6.6,1016.9,61,1,9.4,20.6,284.1666667
27/12/2020,Sunday,18.1,24,11.2,1015.4,56,1.8,15.9,25.9,288.4166667
28/12/2020,Monday,17.8,25,10.7,1015.8,54,2.3,9.4,22.2,256.8333333
29/12/2020,Tuesday,13.9,24.5,11.4,1015,95,0.6,8.7,14.8,169
30/12/2020,Wednesday,16.3,23,9.8,1016.9,78,1.1,7.4,16.5,186.0416667
31/12/2020,Thursday,16.3,23.4,9,1017.3,68,1.3,7.8,18.3,185.5833333
